lat,lon,osmid,ref,highway,elevation,elevation_res
47.7340486,-122.3236829,53092640,NA,traffic_signals,97.21,4.77
47.6090643,-122.2840803,53092893,NA,NA,32.72,76.35
47.5875953,-122.3817208,53092911,NA,NA,56.67,9.54
47.5867822,-122.3828926,53092912,NA,NA,78.73,9.54
47.5769455,-122.3834132,53092918,NA,NA,112.22,4.77
47.5756128,-122.38349,53092923,NA,NA,117.82,4.77
47.5731723,-122.3835911,53092925,NA,NA,122.25,4.77
47.730444,-122.3632693,53092931,NA,NA,118.65,4.77
47.6759434,-122.3886401,53093258,NA,NA,44.18,4.77
47.6776781,-122.3886441,53093260,NA,NA,51.91,4.77
47.6794935,-122.3886812,53093262,NA,NA,62.19,4.77
47.68132,-122.3886833,53093263,NA,NA,72.33,4.77
47.6831326,-122.3887241,53093264,NA,NA,79.15,76.35
47.6849609,-122.3887059,53093265,NA,NA,84.93,76.35
47.6867998,-122.3887118,53093268,NA,NA,86.98,76.35
47.6978755,-122.38863,53093292,NA,NA,40.97,76.35
47.698957,-122.3875797,53093295,NA,NA,43.4,4.77
47.6949429,-122.3886623,53093299,NA,NA,76.56,76.35
47.5868811,-122.2942649,53093540,NA,NA,77.66,4.77
47.5863123,-122.2942697,53093541,NA,NA,77.11,4.77
47.5854524,-122.2940605,53093543,NA,NA,74.84,4.77
47.5851736,-122.2940542,53093544,NA,NA,73.7,4.77
47.5844828,-122.2940653,53093545,NA,NA,67.24,4.77
47.5836192,-122.2940884,53093546,NA,NA,61,4.77
47.5829101,-122.2941021,53093548,NA,NA,57.37,4.77
47.5809753,-122.2941403,53093550,NA,NA,51.81,4.77
47.5796501,-122.2941572,53093551,NA,NA,42.57,4.77
47.5783476,-122.2941524,53093552,NA,NA,30.1,4.77
47.5763061,-122.2941893,53093553,NA,NA,19.3,4.77
47.5758756,-122.2941811,53093554,NA,NA,18.47,4.77
47.5571582,-122.2941892,53093572,NA,NA,75.75,4.77
47.5553775,-122.2942091,53093574,NA,NA,74.85,4.77
47.5547022,-122.2942114,53093578,NA,NA,74.21,4.77
47.5479946,-122.2936913,53093605,NA,NA,80.18,4.77
47.5461989,-122.2936579,53093606,NA,NA,79.61,4.77
47.550821,-122.294161,53093611,NA,NA,60.85,4.77
47.5525587,-122.2937871,53093613,NA,NA,78.16,4.77
47.5670496,-122.2941533,53093644,NA,NA,40.44,4.77
47.565735,-122.29414,53093646,NA,NA,41.25,4.77
47.594467,-122.2933385,53093660,NA,NA,84.4,4.77
47.5933015,-122.2933757,53093663,NA,turning_loop,83.13,4.77
47.5921532,-122.2934137,53093664,NA,NA,78.55,4.77
47.5912444,-122.2934301,53093665,NA,NA,71.93,4.77
47.5868855,-122.293819,53093672,NA,NA,80.16,4.77
47.5344615,-122.2934223,53093674,NA,NA,56.94,4.77
47.5338037,-122.2934087,53093676,NA,NA,51,4.77
47.5330909,-122.293441,53093683,NA,NA,40.92,4.77
47.5324013,-122.2934559,53093684,NA,NA,35.95,4.77
47.5407309,-122.2933229,53093689,NA,NA,65.36,4.77
47.5413231,-122.2933259,53093693,NA,NA,67.41,4.77
47.5418319,-122.2936186,53093700,NA,NA,68.22,4.77
47.5426548,-122.2936546,53093703,NA,NA,71.92,4.77
47.54531,-122.2936402,53093705,NA,turning_circle,79.56,4.77
47.6016556,-122.293729,53093713,NA,NA,95.23,4.77
47.6008671,-122.2937488,53093714,NA,NA,96.96,4.77
47.6002376,-122.2937765,53093716,NA,NA,101.75,4.77
47.5980135,-122.2938475,53093718,NA,NA,100.45,4.77
47.5966841,-122.2938778,53093719,NA,NA,95.77,4.77
47.5957798,-122.2938873,53093722,NA,NA,89.94,4.77
47.5608496,-122.2942284,53093724,NA,NA,42.87,4.77
47.7331747,-122.3584047,53093744,NA,NA,138.76,4.77
47.7332059,-122.3555602,53093746,NA,NA,148.15,4.77
47.6996599,-122.3580915,53093756,NA,NA,87.39,4.77
47.6996508,-122.3567421,53093757,NA,NA,90.97,4.77
47.6996428,-122.3553818,53093759,NA,traffic_signals,95.19,4.77
47.6996475,-122.3546956,53093762,NA,NA,106.14,4.77
47.6996384,-122.3540194,53093763,NA,NA,110.93,4.77
47.6996232,-122.3446294,53093771,NA,NA,97.35,4.77
47.6996175,-122.3433231,53093773,NA,NA,97.3,4.77
47.6996115,-122.341923,53093775,NA,stop,95.06,4.77
47.699622,-122.3407981,53093778,NA,NA,91.16,4.77
47.6996663,-122.3387498,53093781,NA,NA,87.72,4.77
47.6995946,-122.3365433,53093784,NA,NA,89.4,4.77
47.6995981,-122.3351486,53093785,NA,NA,85.79,4.77
47.5672506,-122.2970651,53094062,NA,NA,38.35,4.77
47.5434698,-122.2593028,53094078,NA,turning_circle,13.39,76.35
47.6330243,-122.3957559,53094559,NA,NA,51.45,76.35
47.6337588,-122.395739,53094561,NA,NA,55.06,76.35
47.634475,-122.3957263,53094563,NA,NA,58.58,76.35
47.6351957,-122.3957287,53094565,NA,NA,61.87,76.35
47.6359219,-122.3957175,53094568,NA,NA,62.87,76.35
47.6366765,-122.3956968,53094570,NA,NA,63.42,76.35
47.6377351,-122.3956486,53094575,NA,NA,59.3,4.77
47.6381247,-122.3956972,53094577,NA,NA,57.89,4.77
47.6388312,-122.3956786,53094579,NA,NA,61.61,4.77
47.6395613,-122.3956784,53094582,NA,NA,62.54,4.77
47.6411592,-122.39564,53094583,NA,NA,65.24,4.77
47.6431933,-122.3956399,53094585,NA,NA,72.25,4.77
47.6446173,-122.3956009,53094588,NA,NA,80.18,4.77
47.6468433,-122.3955783,53094589,NA,NA,81.03,4.77
47.6513727,-122.3955569,53094592,NA,NA,99.54,4.77
47.653159,-122.3955556,53094594,NA,NA,94.15,4.77
47.6540702,-122.3956641,53094597,NA,NA,87.79,4.77
47.6560255,-122.3956792,53094599,NA,NA,74.24,4.77
47.6583976,-122.3964991,53094603,NA,NA,59.24,9.54
47.6613321,-122.3960999,53094606,NA,NA,41.18,4.77
47.6617258,-122.3961116,53094609,NA,NA,43.27,4.77
47.5396962,-122.3903569,53094910,NA,NA,52.82,9.54
47.5388554,-122.3903762,53094913,NA,NA,53.13,9.54
47.5300865,-122.3539383,53095030,NA,NA,114.37,4.77
47.5300864,-122.3550455,53095031,NA,NA,111.47,4.77
47.5300861,-122.3577676,53095035,NA,NA,104.91,4.77
47.5300859,-122.3591149,53095036,NA,NA,109.19,4.77
47.5300483,-122.3618068,53095040,NA,NA,85.98,4.77
47.5301268,-122.3455249,53095047,NA,NA,129.07,4.77
47.5301242,-122.3467703,53095048,NA,NA,122.75,4.77
47.5301375,-122.3493224,53095051,NA,NA,130.67,4.77
47.5301491,-122.35059270000001,53095053,NA,NA,128.23,4.77
47.5301375,-122.35169140000001,53095056,NA,NA,130.7,4.77
47.5301231,-122.3527691,53095058,NA,NA,130.13,4.77
47.5304374,-122.3766289,53095065,NA,NA,127.77,4.77
47.5305351,-122.3793402,53095067,NA,NA,122.74,4.77
47.5306332,-122.3820294,53095069,NA,NA,138.36,4.77
47.5307057,-122.3846943,53095070,NA,NA,127.49,4.77
47.5307946,-122.3873775,53095073,NA,NA,110.75,4.77
47.5300819,-122.3671909,53095076,NA,NA,101.35,4.77
47.5300881,-122.3685642,53095078,NA,NA,103.53,4.77
47.5300939,-122.3699054,53095081,NA,NA,109.75,4.77
47.5300963,-122.3712579,53095084,NA,NA,118.96,4.77
47.5300997,-122.3726008,53095085,NA,NA,118.74,4.77
47.5301117,-122.3753027,53095089,NA,NA,128.65,4.77
47.5301117,-122.3766206,53095091,NA,NA,125.8,4.77
47.7043453,-122.3568936,53095152,NA,NA,105.37,4.77
47.7043397,-122.3560864,53095153,NA,NA,107.53,4.77
47.6376583,-122.4078121,53095177,NA,NA,64.97,4.77
47.6381603,-122.4074675,53095178,NA,NA,69.59,4.77
47.6384961,-122.4070705,53095179,NA,NA,75.94,4.77
47.6388623,-122.4066647,53095181,NA,NA,81.59,4.77
47.6392366,-122.4063171,53095183,NA,NA,87.46,4.77
47.6395462,-122.4061427,53095185,NA,NA,89.99,4.77
47.6422814,-122.4060816,53095188,NA,NA,98.85,4.77
47.5853194,-122.3972069,53095222,NA,NA,30.29,76.35
47.5831472,-122.4004934,53095226,NA,NA,6.79,76.35
47.6577856,-122.3629368,53095338,NA,NA,15.68,4.77
47.6589501,-122.3629398,53095340,NA,NA,17.27,4.77
47.6600212,-122.3629481,53095342,NA,NA,20.29,4.77
47.6604951,-122.3629518,53095343,NA,NA,21.66,4.77
47.6759661,-122.3625007,53095347,NA,NA,51.67,4.77
47.6807083,-122.3624761,53095352,NA,NA,73.52,4.77
47.6817638,-122.3624706,53095354,NA,NA,76.11,4.77
47.6687198,-122.3629384,53095364,NA,traffic_signals,31.72,4.77
47.6708812,-122.3629536,53095372,NA,NA,37.2,4.77
47.6723416,-122.3629146,53095373,NA,NA,39.51,4.77
47.6741669,-122.3629176,53095374,NA,NA,43.51,4.77
47.6759679,-122.3629204,53095375,NA,NA,50.44,4.77
47.7077215,-122.362952,53095380,NA,turning_circle,81.93,4.77
47.7087522,-122.3629467,53095381,NA,NA,83.84,4.77
47.5527511,-122.2634664,53095473,NA,NA,31.73,9.54
47.5516097,-122.2634924,53095475,NA,NA,40.7,9.54
47.5548046,-122.2629911,53095478,NA,NA,19.2,9.54
47.5540055,-122.2629799,53095480,NA,NA,24.07,9.54
47.5082198,-122.263074,53095483,NA,NA,107.24,4.77
47.5061224,-122.2631162,53095484,NA,NA,104.52,4.77
47.5048691,-122.2631297,53095486,NA,NA,92.24,4.77
47.5033342,-122.2631378,53095487,NA,NA,100.67,4.77
47.5025483,-122.2631627,53095489,NA,NA,113.46,4.77
47.5201338,-122.262699,53095493,NA,traffic_signals,11.39,9.54
47.5190009,-122.2628117,53095494,NA,NA,17.87,9.54
47.5168263,-122.2630919,53095496,NA,NA,40.92,9.54
47.498694,-122.2627226,53095504,NA,NA,121.64,4.77
47.4981492,-122.2634246,53095505,NA,NA,112.16,4.77
47.5025386,-122.262368,53095515,NA,NA,111.28,4.77
47.5013381,-122.2623949,53095516,NA,NA,119.63,4.77
47.500521,-122.2623795,53095518,NA,NA,124.5,4.77
47.5424636,-122.2634135,53095560,NA,NA,37.22,76.35
47.5416481,-122.2634216,53095562,NA,turning_circle,35.52,76.35
47.5406744,-122.2634782,53095594,NA,NA,28.26,76.35
47.5095994,-122.2411527,53095912,NA,NA,39.61,76.35
47.5095604,-122.2389195,53095914,NA,NA,32.22,76.35
47.5097361,-122.2458787,53095923,NA,NA,37.59,9.54
47.5096471,-122.2647807,53095929,NA,NA,78.9,4.77
47.5096921,-122.262121,53095936,NA,NA,97.03,4.77
47.5096954,-122.2612364,53095938,NA,NA,98.03,4.77
47.5097027,-122.259419,53095940,NA,NA,96.18,4.77
47.5097052,-122.2588111,53095942,NA,NA,94.69,4.77
47.5097123,-122.2570586,53095944,NA,NA,92.91,4.77
47.509717,-122.2559096,53095946,NA,NA,94.04,4.77
47.5097218,-122.2547222,53095947,NA,NA,94.76,9.54
47.5097343,-122.2523624,53095948,NA,NA,75.78,9.54
47.5097392,-122.2511965,53095949,NA,NA,66,9.54
47.5097461,-122.2499534,53095950,NA,NA,53.95,9.54
47.6382508,-122.3290534,53095954,NA,NA,9.79,4.77
47.6387511,-122.3290438,53095955,NA,NA,11.97,4.77
47.6227458,-122.2972742,53096142,NA,NA,46.77,4.77
47.6251691,-122.2976683,53096145,NA,NA,51.64,4.77
47.6225886,-122.2975091,53096148,NA,NA,48.52,4.77
47.6189103,-122.2972731,53096151,NA,NA,45.52,4.77
47.6201872,-122.2972563,53096152,NA,NA,44.41,4.77
47.6213517,-122.2972624,53096154,NA,NA,43.38,4.77
47.7021206,-122.30785,53096884,NA,NA,59.16,4.77
47.702107,-122.3069832,53096885,NA,NA,67.21,4.77
47.7020973,-122.3058099,53096886,NA,NA,67.57,4.77
47.7021131,-122.3042923,53096887,NA,NA,70.47,4.77
47.7021944,-122.3177122,53096900,NA,NA,111.38,4.77
47.7021526,-122.312309,53096903,NA,NA,103.35,4.77
47.7021306,-122.3103369,53096905,NA,NA,83.19,4.77
47.6337775,-122.297858,53096936,NA,NA,16.03,4.77
47.6350017,-122.300674,53096943,NA,NA,32.68,4.77
47.635254,-122.3015769,53096945,NA,traffic_signals,36.69,4.77
47.6355976,-122.3023035,53096947,NA,NA,34.78,4.77
47.6359026,-122.3029484,53096949,NA,NA,32.8,4.77
47.6370363,-122.3053457,53096951,NA,NA,25.21,4.77
47.6373632,-122.3060466,53096953,NA,NA,23.08,4.77
47.6377237,-122.3068197,53096954,NA,NA,20.65,4.77
47.6379531,-122.3073116,53096955,NA,NA,19.32,4.77
47.6385864,-122.3086836,53096956,NA,NA,16.68,4.77
47.6402866,-122.3123024,53096958,NA,NA,10.47,4.77
47.6409975,-122.3134463,53096959,NA,NA,15.04,4.77
47.6444979,-122.3170767,53096966,NA,NA,13.16,4.77
47.6456146,-122.3170821,53096968,NA,NA,13.93,4.77
47.646915,-122.317107,53096970,NA,NA,14.81,4.77
47.5201621,-122.3794962,53097266,NA,NA,86.09,4.77
47.5202995,-122.3802445,53097267,NA,NA,82.85,4.77
47.5191048,-122.38912,53097269,NA,NA,55.5,9.54
47.5191104,-122.3899598,53097271,NA,NA,47.56,9.54
47.6642893,-122.3571396,53097640,NA,NA,89,4.77
47.6642875,-122.3588243,53097642,NA,NA,72.75,4.77
47.6643287,-122.3608077,53097643,NA,NA,46.25,4.77
47.664385,-122.363992,53097644,NA,NA,17.58,4.77
47.6643889,-122.3661897,53097647,NA,NA,13.02,4.77
47.6643922,-122.3686018,53097648,NA,NA,10.3,4.77
47.664388,-122.370748,53097650,NA,NA,9.64,4.77
47.6643978,-122.3760789,53097655,NA,NA,12.12,4.77
47.6643995,-122.3788816,53097657,NA,NA,11.96,4.77
47.6663756,-122.2967671,53097721,NA,NA,25.57,4.77
47.6663691,-122.2956446,53097724,NA,NA,32.48,4.77
47.6666731,-122.2901669,53097790,NA,NA,59.8,4.77
47.6666741,-122.2890715,53097792,NA,NA,55.3,4.77
47.6666735,-122.2879387,53097795,NA,NA,49.56,4.77
47.6666649,-122.2868243,53097797,NA,NA,43.66,4.77
47.666668,-122.2857106,53097801,NA,NA,35.18,4.77
47.6664584,-122.3285899,53097804,NA,NA,85.49,4.77
47.6664403,-122.325593,53097805,NA,NA,91.11,4.77
47.6666944,-122.2740831,53097828,NA,NA,52.87,9.54
47.66671,-122.2719243,53097830,NA,NA,37.11,9.54
47.666438,-122.3173921,53097833,NA,NA,65.96,4.77
47.6664382,-122.3163086,53097834,NA,NA,64.12,4.77
47.6664322,-122.3142021,53097838,NA,NA,68.79,4.77
47.6664287,-122.3130509,53097839,NA,stop,70.43,4.77
47.6664236,-122.3119122,53097841,NA,NA,78.1,4.77
47.6664216,-122.3107763,53097843,NA,NA,81.66,4.77
47.6664124,-122.3094373,53097844,NA,NA,81.23,4.77
47.6663922,-122.3064978,53097849,NA,NA,63.57,4.77
47.66646,-122.3060337,53097851,NA,turning_circle,60.77,4.77
47.6395799,-122.3713338,53097916,NA,NA,82.73,4.77
47.6407283,-122.370708,53097918,NA,NA,92.23,4.77
47.6420217,-122.3707817,53097919,NA,NA,94.25,4.77
47.7087208,-122.3581642,53097933,NA,NA,110.62,4.77
47.7087051,-122.3568344,53097935,NA,NA,114.93,4.77
47.7086974,-122.355496,53097937,NA,traffic_signals,123.02,4.77
47.7086895,-122.3541427,53097938,NA,NA,125.41,4.77
47.7086895,-122.3528228,53097939,NA,NA,125.32,4.77
47.7085211,-122.3420112,53097947,NA,NA,103.19,4.77
47.7085462,-122.3407259,53097948,NA,NA,113.03,4.77
47.7086262,-122.3393522,53097949,NA,NA,114.53,4.77
47.6551581,-122.3922931,53098177,NA,NA,72.53,4.77
47.6576668,-122.3922523,53098180,NA,NA,45.58,9.54
47.6603291,-122.3921963,53098182,NA,NA,27.51,4.77
47.683297,-122.3552872,53098386,NA,NA,101.2,4.77
47.6832957,-122.3464176,53098391,NA,NA,71.1,4.77
47.6833059,-122.3445731,53098392,NA,NA,60.35,4.77
47.6832549,-122.329338,53098395,NA,NA,58.79,4.77
47.6832212,-122.3282744,53098396,NA,NA,63.68,4.77
47.6841697,-122.3333505,53098397,NA,NA,64.99,4.77
47.683558,-122.3326151,53098399,NA,NA,62.25,4.77
47.6185503,-122.3234501,53098402,NA,NA,93.42,4.77
47.6198151,-122.3234436,53098403,NA,NA,92.95,4.77
47.6382677,-122.3235154,53098406,NA,NA,50.7,4.77
47.6420192,-122.3234703,53098408,NA,NA,46.9,4.77
47.6445079,-122.3233683,53098412,NA,NA,44.24,4.77
47.6456144,-122.32336,53098414,NA,NA,42.76,4.77
47.647035,-122.3233798,53098416,NA,NA,40.68,4.77
47.6251272,-122.3235811,53098417,NA,NA,96.98,4.77
47.6268545,-122.3235513,53098424,NA,NA,95.98,76.35
47.6278645,-122.3235336,53098425,NA,NA,94.15,76.35
47.6286757,-122.3235371,53098428,NA,NA,92.06,76.35
47.619872,-122.3230638,53098433,NA,NA,95.35,4.77
47.6210649,-122.3230847,53098435,NA,NA,96.8,4.77
47.6219768,-122.3230383,53098437,NA,NA,98.65,4.77
47.6231311,-122.3230383,53098439,NA,NA,102.58,4.77
47.6251262,-122.3230368,53098441,NA,NA,101.21,4.77
47.6335272,-122.3569845,53098443,NA,NA,121.53,4.77
47.6335316,-122.3556262,53098446,NA,NA,135.11,4.77
47.633398,-122.3429246,53098467,NA,NA,37.78,76.35
47.6333984,-122.3422776,53098468,NA,NA,28.87,76.35
47.6329859,-122.342275,53098470,NA,NA,27.32,76.35
47.632984,-122.3411026,53098472,NA,NA,11.12,76.35
47.6331642,-122.3556253,53098476,NA,NA,136.49,4.77
47.6331665,-122.3544283,53098477,NA,NA,135.3,4.77
47.6331698,-122.3531882,53098478,NA,NA,131.61,4.77
47.633161,-122.3507768,53098479,NA,NA,136.94,4.77
47.6331575,-122.3495665,53098480,NA,NA,132.98,4.77
47.6331594,-122.3484028,53098482,NA,NA,119.12,4.77
47.6331612,-122.3471663,53098485,NA,NA,107.87,4.77
47.5691668,-122.2981809,53098613,NA,NA,43.27,4.77
47.6016616,-122.2978718,53098681,NA,NA,90.81,4.77
47.6008662,-122.2978603,53098683,NA,NA,87.91,4.77
47.5416953,-122.2975819,53098711,NA,NA,76,4.77
47.5402908,-122.2979786,53098715,NA,NA,74.02,4.77
47.5716888,-122.2977764,53098734,NA,NA,27.06,4.77
47.5572903,-122.298036,53098737,NA,NA,104.64,4.77
47.5560736,-122.2980529,53098738,NA,NA,102.25,4.77
47.5758951,-122.2983434,53098750,NA,NA,18.62,4.77
47.5751238,-122.2983324,53098751,NA,NA,17.58,4.77
47.5775163,-122.2982736,53098754,NA,NA,16.14,4.77
47.5766038,-122.298173,53098755,NA,turning_circle,16.2,4.77
47.666285,-122.301127,53098963,NA,NA,14.74,4.77
47.6670024,-122.3019237,53098965,NA,NA,17.67,4.77
47.6679931,-122.3027861,53098966,NA,NA,23.48,4.77
47.6848627,-122.3044017,53098991,NA,NA,82.56,4.77
47.6860742,-122.3041209,53098993,NA,NA,90,4.77
47.726577,-122.3049956,53099004,NA,NA,82.14,4.77
47.727865,-122.3057083,53099005,NA,NA,82.76,4.77
47.7284008,-122.3060525,53099006,NA,NA,83.28,4.77
47.7304215,-122.3061187,53099008,NA,NA,91.59,4.77
47.7308669,-122.3055285,53099021,NA,NA,97.01,4.77
47.7321668,-122.3058396,53099025,NA,NA,100.14,4.77
47.7338706,-122.3060904,53099026,NA,NA,103.38,4.77
47.7193609,-122.305914,53099032,NA,NA,71.87,4.77
47.7211462,-122.3059428,53099035,NA,NA,65.87,4.77
47.7183611,-122.3057509,53099038,NA,turning_circle,80.66,4.77
47.7193656,-122.306435,53099039,NA,NA,75.65,4.77
47.6733734,-122.3044069,53099067,NA,NA,51.19,4.77
47.6747915,-122.304403,53099068,NA,NA,57.93,4.77
47.6757766,-122.3044271,53099070,NA,NA,62.72,4.77
47.7121046,-122.305715,53099078,NA,NA,93.52,4.77
47.7157275,-122.3058305,53099081,NA,NA,95.88,4.77
47.7175429,-122.3058616,53099082,NA,NA,92.5,4.77
47.6885154,-122.3045583,53099085,NA,NA,87.06,4.77
47.6898249,-122.3045798,53099087,NA,NA,89.07,4.77
47.7247756,-122.3059552,53099098,NA,NA,70.23,4.77
47.726585,-122.305903,53099103,NA,NA,74.81,4.77
47.661383,-122.3428513,53099169,NA,NA,66.28,4.77
47.6617697,-122.3437787,53099170,NA,NA,66.69,4.77
47.6621381,-122.3446023,53099173,NA,NA,70.74,4.77
47.5767045,-122.3053646,53099182,NA,NA,70,4.77
47.5767038,-122.3043331,53099183,NA,NA,69.41,4.77
47.5767062,-122.3033397,53099184,NA,NA,68.72,4.77
47.5768857,-122.3173818,53099188,NA,NA,76.75,4.77
47.5768793,-122.3160173,53099189,NA,NA,74.27,4.77
47.5768731,-122.3146784,53099191,NA,NA,82.37,4.77
47.576867,-122.3133744,53099193,NA,NA,85.44,4.77
47.5768609,-122.3120664,53099194,NA,NA,89.78,4.77
47.5770018,-122.3101025,53099197,NA,NA,89.88,4.77
47.5769912,-122.3092787,53099199,NA,NA,88.49,4.77
47.5769908,-122.3080222,53099200,NA,NA,85.43,4.77
47.5769915,-122.3067211,53099202,NA,NA,71.5,4.77
47.5769908,-122.3053869,53099203,NA,NA,68.94,4.77
47.5768936,-122.3214078,53099206,NA,NA,6.71,4.77
47.5767975,-122.3203252,53099208,NA,NA,10.59,4.77
47.6576627,-122.3910451,53099215,NA,NA,40.93,9.54
47.6400206,-122.3916812,53099219,NA,NA,88.28,4.77
47.6411707,-122.391639,53099222,NA,NA,88.74,4.77
47.6423205,-122.3916235,53099224,NA,NA,90.95,4.77
47.6434795,-122.3916078,53099225,NA,NA,93.22,4.77
47.6446107,-122.3916907,53099227,NA,NA,94.33,4.77
47.6457865,-122.3916329,53099229,NA,NA,103.54,4.77
47.6468377,-122.391552,53099231,NA,NA,106.57,4.77
47.6486414,-122.3915529,53099232,NA,NA,108.03,4.77
47.6508434,-122.3915526,53099234,NA,NA,103.95,4.77
47.6350953,-122.3913587,53099236,NA,NA,67.3,76.35
47.6359113,-122.3913612,53099237,NA,NA,72.09,76.35
47.6622644,-122.3910717,53099243,NA,NA,14.31,4.77
47.639546,-122.4068203,53099250,NA,NA,89.31,4.77
47.6414063,-122.4096943,53099254,NA,NA,88.05,76.35
47.6759836,-122.3665545,53099256,NA,NA,49.43,4.77
47.6795465,-122.3665903,53099259,NA,NA,65.93,4.77
47.6254066,-122.3462378,53099299,NA,stop,24.93,4.77
47.6271548,-122.3462386,53099303,NA,NA,33.95,4.77
47.6275086,-122.3462382,53099305,NA,NA,37.64,4.77
47.6280401,-122.3462377,53099307,NA,NA,43.51,4.77
47.6289129,-122.3462286,53099308,NA,NA,53.03,4.77
47.6297513,-122.3462298,53099309,NA,NA,58.94,4.77
47.6314168,-122.3462683,53099311,NA,NA,71.13,4.77
47.6348585,-122.3476099,53099318,NA,NA,100.73,4.77
47.6185721,-122.3463375,53099320,NA,traffic_signals,38.94,4.77
47.6197345,-122.3463157,53099321,NA,NA,36.01,4.77
47.6209091,-122.3463024,53099322,NA,NA,33.03,4.77
47.6352103,-122.345899,53099329,NA,NA,101.96,4.77
47.6365629,-122.3459589,53099331,NA,NA,101.95,4.77
47.5848041,-122.3995382,53099391,NA,NA,5.53,76.35
47.5826747,-122.4020578,53099397,NA,NA,5.3,76.35
47.5823804,-122.4026763,53099398,NA,NA,5.21,76.35
47.5817754,-122.4040073,53099401,NA,NA,4.93,9.54
47.5808422,-122.4061681,53099402,NA,NA,5.24,9.54
47.580038,-122.4080305,53099404,NA,NA,4.84,9.54
47.5794988,-122.4093131,53099405,NA,NA,4.97,9.54
47.5791087,-122.4106547,53099406,NA,NA,5.4,76.35
47.5787266,-122.4119851,53099407,NA,NA,5.76,76.35
47.57824,-122.4132948,53099410,NA,stop,6.06,76.35
47.5777769,-122.4152893,53099412,NA,NA,6.4,76.35
47.5767077,-122.4190511,53099415,NA,NA,6.93,76.35
47.6144573,-122.3298059,53099752,NA,traffic_signals,45.59,4.77
47.6487085,-122.3221289,53099776,NA,traffic_signals,27.53,4.77
47.5359285,-122.2753462,53099989,NA,NA,32.33,4.77
47.5359148,-122.2700352,53099993,NA,NA,19.7,4.77
47.5356415,-122.2957267,53099995,NA,NA,60.72,4.77
47.5367453,-122.3311802,53099998,NA,NA,3.48,4.77
47.6568914,-122.286472,53100175,NA,NA,12.54,76.35
47.6579639,-122.2839771,53100181,NA,NA,15.91,76.35
47.6557565,-122.2827724,53100184,NA,NA,12.63,76.35
47.6830504,-122.2841146,53100247,NA,NA,95.83,4.77
47.6848529,-122.2841911,53100248,NA,NA,101.25,4.77
47.664886,-122.2834822,53100258,NA,NA,27.92,4.77
47.7308615,-122.2835502,53100260,NA,NA,48.94,9.54
47.6721431,-122.2835357,53100282,NA,NA,53.71,4.77
47.6739683,-122.2835362,53100284,NA,NA,63.41,4.77
47.6557634,-122.2839749,53100291,NA,NA,9.94,76.35
47.6565697,-122.2839789,53100292,NA,NA,12.2,76.35
47.6575861,-122.2839767,53100293,NA,NA,14.55,76.35
47.6584038,-122.2839775,53100296,NA,NA,16.25,76.35
47.7000921,-122.2831655,53100299,NA,NA,32.67,4.77
47.7010112,-122.2840957,53100305,NA,NA,23.53,4.77
47.7026379,-122.2843265,53100310,NA,NA,14.2,4.77
47.6884145,-122.2842996,53100317,NA,NA,101.81,4.77
47.6901882,-122.2843392,53100318,NA,NA,98.09,4.77
47.6879044,-122.2842335,53100321,NA,NA,102.72,4.77
47.6954781,-122.28364,53100323,NA,NA,61,4.77
47.6964086,-122.2839645,53100325,NA,NA,56.9,4.77
47.5040562,-122.2544532,53100336,NA,turning_circle,105.3,4.77
47.5043651,-122.2538926,53100337,NA,NA,103,4.77
47.6016657,-122.301103,53100525,NA,NA,96.04,4.77
47.6026747,-122.3011043,53100526,NA,NA,97.6,4.77
47.6035077,-122.3011054,53100528,NA,NA,98.35,4.77
47.6043301,-122.3011064,53100530,NA,NA,98.1,4.77
47.6090313,-122.301498,53100533,NA,NA,90.37,4.77
47.6100251,-122.3014859,53100535,NA,NA,93.08,4.77
47.6115779,-122.3014628,53100536,NA,NA,95.4,4.77
47.6129411,-122.3014392,53100537,NA,NA,96.42,4.77
47.6141541,-122.3014151,53100540,NA,NA,96.72,4.77
47.6153015,-122.3013896,53100542,NA,NA,96.9,4.77
47.6189284,-122.301194,53100545,NA,NA,89.08,4.77
47.596587,-122.2874478,53100569,NA,NA,9.68,76.35
47.5957476,-122.2877663,53100571,NA,NA,13.85,76.35
47.5940523,-122.2878487,53100574,NA,NA,10.55,76.35
47.5887892,-122.2860618,53100581,NA,NA,11.04,76.35
47.5865552,-122.2867535,53100584,NA,NA,16.61,76.35
47.5855321,-122.2874845,53100585,NA,NA,16.41,76.35
47.7080131,-122.3501199,53100700,NA,NA,125.01,4.77
47.7080207,-122.3474192,53100703,NA,NA,112.55,4.77
47.70803,-122.3461107,53100704,NA,NA,102.9,4.77
47.7080348,-122.3447274,53100705,NA,NA,101.96,4.77
47.7158812,-122.3274979,53100721,NA,NA,115.47,4.77
47.7176778,-122.3275284,53100722,NA,NA,120.63,4.77
47.7186948,-122.32763250000001,53100723,NA,turning_circle,122.39,4.77
47.6759283,-122.3273775,53100726,NA,NA,68.17,4.77
47.677579,-122.3272204,53100727,NA,NA,54.08,4.77
47.6783689,-122.3274935,53100728,NA,NA,53.55,4.77
47.653628,-122.3268439,53100732,NA,NA,9.2,4.77
47.6544314,-122.326854,53100735,NA,NA,17.64,4.77
47.655544,-122.3268394,53100737,NA,NA,32.42,4.77
