lat,lon,osmid,ref,highway,elevation,elevation_res
47.679415,-122.3109449,53174088,NA,NA,93.81,4.77
47.6812235,-122.3109813,53174090,NA,NA,98.47,4.77
47.68305,-122.3110254,53174092,NA,NA,100.19,4.77
47.7175981,-122.3112571,53174110,NA,NA,105.98,4.77
47.7157686,-122.3112307,53174116,NA,NA,108.03,4.77
47.6848718,-122.3110586,53174135,NA,NA,104.57,4.77
47.6882627,-122.3111133,53174137,NA,NA,109.29,4.77
47.6885035,-122.3111175,53174138,NA,NA,109.65,4.77
47.6903146,-122.311162,53174139,NA,NA,121.17,4.77
47.691239,-122.3111459,53174140,NA,NA,123.3,4.77
47.7266298,-122.3109707,53174142,NA,NA,76.27,4.77
47.6994326,-122.3842164,53174210,NA,turning_circle,62.61,4.77
47.7232391,-122.3582578,53174217,NA,NA,140.17,4.77
47.723245,-122.35554,53174219,NA,traffic_signals,144.75,4.77
47.7232315,-122.3542198,53174220,NA,NA,145.62,4.77
47.723245,-122.3503649,53174221,NA,NA,138.02,4.77
47.7232391,-122.3449627,53174225,NA,traffic_signals,132.98,4.77
47.723205,-122.3396056,53174226,NA,NA,125.13,4.77
47.723201,-122.3341929,53174228,NA,traffic_signals,126.32,4.77
47.723164,-122.328915,53174232,NA,traffic_signals,129.88,4.77
47.6626158,-122.3282643,53174309,NA,NA,78.39,4.77
47.6618025,-122.3032955,53174369,NA,NA,42.21,4.77
47.6569044,-122.3177922,53174590,NA,NA,34.99,4.77
47.656879000000004,-122.3166996,53174592,NA,NA,32.69,4.77
47.656864,-122.3155624,53174593,NA,NA,31.5,4.77
47.6568371,-122.3132582,53174594,NA,NA,39.41,4.77
47.6584174,-122.2882758,53174602,NA,NA,12.51,76.35
47.6584063,-122.2827711,53174604,NA,NA,18.72,76.35
47.6583993,-122.2801003,53174606,NA,NA,38.42,76.35
47.6583986,-122.2793791,53174607,NA,NA,47.55,76.35
47.6583998,-122.2767061,53174608,NA,stop,60.02,76.35
47.6584078,-122.2739879,53174609,NA,stop,35.39,76.35
47.6580067,-122.2724049,53174610,NA,NA,33.07,76.35
47.6580074,-122.2710321,53174611,NA,NA,32.79,76.35
47.6580127,-122.2702339,53174612,NA,NA,27.56,76.35
47.6686806,-122.3595011,53175451,NA,NA,62.09,4.77
47.657813,-122.3596013,53175453,NA,NA,33.66,4.77
47.6602166,-122.3595727,53175456,NA,NA,41.84,4.77
47.6631845,-122.3601724,53175457,NA,NA,48.29,4.77
47.6628818,-122.360166,53175458,NA,NA,45.97,4.77
47.6650293,-122.3596238,53175461,NA,NA,64.61,4.77
47.6668575,-122.3597367,53175463,NA,NA,58.19,4.77
47.5027192,-122.2542403,53175595,NA,NA,92.29,4.77
47.502871,-122.2508349,53175596,NA,NA,97.18,4.77
47.6685868,-122.3195249,53175979,NA,NA,61.06,4.77
47.6558599,-122.3197864,53175980,NA,NA,23.7,4.77
47.6594526,-122.319776,53175981,NA,NA,47.41,4.77
47.6831665,-122.3201953,53175988,NA,NA,90.56,4.77
47.6845964,-122.320209,53175989,NA,NA,98.68,4.77
47.6853045,-122.3202258,53175990,NA,NA,109.99,4.77
47.6860386,-122.320239,53175991,NA,NA,111.92,4.77
47.6985949,-122.3203665,53176001,NA,NA,127.1,4.77
47.703127,-122.320462,53176005,NA,stop,92.69,4.77
47.7049367,-122.3204812,53176008,NA,NA,72.83,4.77
47.7085774,-122.3205596,53176010,NA,NA,84.92,4.77
47.7205457,-122.3208557,53176020,NA,NA,118.62,4.77
47.7214719,-122.3208539,53176021,NA,NA,117.13,4.77
47.7223415,-122.3208638,53176023,NA,NA,112.77,4.77
47.7230903,-122.3208641,53176024,NA,NA,107.82,4.77
47.6685927,-122.3201027,53176046,NA,NA,61.17,4.77
47.6707618,-122.320088,53176049,NA,NA,57.94,4.77
47.6741659,-122.3200411,53176054,NA,NA,52.97,4.77
47.6758478,-122.3200627,53176055,NA,traffic_signals,53.92,4.77
47.6780531,-122.3200845,53176058,NA,NA,65.18,4.77
47.680874,-122.3198346,53176061,NA,NA,77.85,4.77
47.6459001,-122.3675539,53176152,NA,NA,93.2,4.77
47.64579,-122.3929354,53176156,NA,NA,104.37,4.77
47.6457978,-122.3634691,53176160,NA,NA,73.93,4.77
47.6458168,-122.3568912,53176163,NA,NA,53.76,4.77
47.6458215,-122.3581645,53176164,NA,NA,55.33,4.77
47.6459501,-122.4036421,53176167,NA,NA,73.38,4.77
47.7002956,-122.3935135,53176303,NA,NA,22.36,76.35
47.6686536,-122.3928878,53176308,NA,traffic_signals,9.09,4.77
47.6722515,-122.3929154,53176315,NA,NA,25.01,4.77
47.6723277,-122.3929423,53176317,NA,NA,25.31,4.77
47.6729726,-122.3929828,53176319,NA,NA,27.71,4.77
47.67521,-122.3929887,53176323,NA,NA,39.21,4.77
47.6766184,-122.3929746,53176324,NA,NA,45.48,4.77
47.6773428,-122.392982,53176326,NA,NA,49.17,4.77
47.677645,-122.3929881,53176328,NA,NA,50.54,4.77
47.6787625,-122.392979,53176329,NA,NA,55.83,4.77
47.6802689,-122.3929976,53176332,NA,NA,63.48,4.77
47.6824004,-122.3930225,53176335,NA,NA,74.3,4.77
47.690588,-122.39304,53176340,NA,NA,88.82,76.35
47.6913013,-122.3929846,53176341,NA,NA,87.31,76.35
47.6920349,-122.3929911,53176342,NA,NA,84.58,76.35
47.6942373,-122.3929539,53176343,NA,NA,71.33,76.35
47.6946158,-122.3929447,53176345,NA,NA,68.38,76.35
47.6967444,-122.3929189,53176347,NA,NA,52.96,76.35
47.6975009,-122.3930116,53176349,NA,NA,43.85,76.35
47.697861,-122.3933211,53176351,NA,NA,39.06,76.35
47.53802,-122.395338,53176358,NA,NA,35.75,9.54
47.5375565,-122.3837422,53176360,NA,NA,109.92,4.77
47.5375728,-122.3846435,53176361,NA,NA,99.27,4.77
47.5379486,-122.3864524,53176362,NA,NA,82.53,4.77
47.5382214,-122.3885752,53176366,NA,NA,69.71,9.54
47.5380197,-122.3898894,53176368,NA,NA,55.12,9.54
47.5380274,-122.3909111,53176369,NA,NA,50.85,9.54
47.5380314,-122.3914457,53176370,NA,NA,49.62,9.54
47.5380348,-122.3918877,53176372,NA,NA,47.88,9.54
47.5380373,-122.3922218,53176373,NA,NA,46.02,9.54
47.5380438,-122.3930801,53176374,NA,NA,42.95,9.54
47.5377865,-122.3945454,53176377,NA,NA,46.47,9.54
47.5368365,-122.378391,53176379,NA,NA,152.15,4.77
47.5373666,-122.3674488,53176381,NA,NA,106.39,4.77
47.5373693,-122.3698,53176383,NA,NA,123.59,4.77
47.5373896,-122.3725778,53176385,NA,NA,141,4.77
47.5373934,-122.3752586,53176387,NA,NA,151.79,4.77
47.5374022,-122.3765833,53176389,NA,NA,156.28,4.77
47.5374392,-122.3783827,53176391,NA,NA,153.31,4.77
47.5363664,-122.3471277,53176397,NA,NA,75.19,4.77
47.5372975,-122.3504454,53176400,NA,NA,112.46,4.77
47.6832083,-122.377867,53176460,NA,NA,79.5,4.77
47.690583,-122.377885,53176462,NA,NA,99.62,4.77
47.5519086,-122.3361702,53177992,NA,NA,5.18,9.54
47.5519097,-122.3342105,53177993,NA,NA,5.14,9.54
47.5518737,-122.3283445,53177996,NA,NA,5.52,4.77
47.5518699,-122.3269197,53177997,NA,NA,5.99,4.77
47.551206,-122.3245662,53177999,NA,NA,6.41,4.77
47.5504982,-122.3230072,53178001,NA,NA,6.13,4.77
47.5511407,-122.3062998,53178009,NA,NA,83.99,4.77
47.5510816,-122.3040807,53178011,NA,NA,94.44,4.77
47.55102,-122.3017633,53178012,NA,NA,101.31,4.77
47.5509918,-122.3006019,53178014,NA,NA,92.53,4.77
47.5509302,-122.2982857,53178015,NA,NA,77.2,4.77
47.5510537,-122.2904367,53178017,NA,NA,44.84,4.77
47.5512205,-122.2862744,53178020,NA,NA,48.57,4.77
47.5512186,-122.2857175,53178021,NA,NA,53.48,4.77
47.5512164,-122.2850843,53178022,NA,NA,60.79,4.77
47.5512018,-122.2807845,53178023,NA,NA,64.64,4.77
47.5511663,-122.2741592,53178027,NA,NA,54.97,4.77
47.5511345,-122.2672969,53178028,NA,NA,68.79,4.77
47.5511275,-122.2658962,53178029,NA,NA,57.79,9.54
47.5511222,-122.2646983,53178030,NA,NA,48.54,9.54
47.5511039,-122.2621923,53178031,NA,NA,26.04,9.54
47.551103,-122.2619842,53178032,NA,NA,25.38,9.54
47.5511146,-122.2603183,53178033,NA,NA,12.53,9.54
47.551096,-122.2595428,53178034,NA,NA,9.46,9.54
47.5512645,-122.3135141,53178037,NA,NA,41.22,4.77
47.5512596,-122.3123257,53178038,NA,NA,33.37,4.77
47.5512545,-122.3110981,53178040,NA,NA,38.07,4.77
47.5512495,-122.3099001,53178041,NA,NA,40.31,4.77
47.6521315,-122.3576724,53178043,NA,NA,10.06,4.77
47.5210856,-122.2752969,53178056,NA,NA,46.53,4.77
47.5190667,-122.2730464,53178060,NA,NA,53.03,4.77
47.5381942,-122.3504178,53178174,NA,NA,111.82,4.77
47.5354971,-122.3505009,53178175,NA,NA,112.86,4.77
47.5340483,-122.3505456,53178176,NA,NA,111.64,4.77
47.531906,-122.3506173,53178177,NA,NA,118.96,4.77
47.524673,-122.3505642,53178179,NA,NA,131.01,4.77
47.5228351,-122.3506199,53178181,NA,NA,128.31,4.77
47.5210046,-122.3506244,53178183,NA,NA,125.02,4.77
47.5191786,-122.3506349,53178185,NA,NA,120.62,4.77
47.6289011,-122.3436099,53178561,NA,NA,37.89,76.35
47.6297424,-122.3436091,53178562,NA,NA,39.33,76.35
47.6374662,-122.3440313,53178565,NA,NA,50.18,4.77
47.6396085,-122.3457531,53178566,NA,NA,65.17,4.77
47.6428956,-122.3472064,53178568,NA,NA,66.53,4.77
47.6525976,-122.3467241,53178575,6340,traffic_signals,42.32,4.77
47.6600367,-122.3474091,53178578,NA,NA,81.49,4.77
47.6605581,-122.3472586,53178579,NA,NA,83.52,4.77
47.678686,-122.3455993,53178592,NA,NA,54.38,4.77
47.679589,-122.3454567,53178594,NA,NA,54.21,4.77
47.6802989,-122.3452849,53178595,NA,NA,53.88,4.77
47.6810408,-122.3447209,53178596,NA,NA,53.5,4.77
47.6817957,-122.3445465,53178599,NA,NA,55.26,4.77
47.68623,-122.3445921,53178606,NA,NA,67.76,4.77
47.6927393,-122.3445482,53178613,NA,NA,84.94,4.77
47.6934636,-122.3446313,53178614,NA,NA,86.47,4.77
47.6978153,-122.3446087,53178620,NA,NA,96.67,4.77
47.698561,-122.3446173,53178621,NA,NA,96.97,4.77
47.6987113,-122.344619,53178622,NA,NA,97,4.77
47.7005207,-122.3446958,53178624,NA,NA,99.03,4.77
47.703235,-122.3446267,53178626,NA,NA,100.61,4.77
47.7036025,-122.3447408,53178627,NA,NA,100.58,4.77
47.7043193,-122.3447512,53178629,NA,NA,100.7,4.77
47.7050609,-122.344762,53178631,NA,traffic_signals,100.87,4.77
47.7065387,-122.3447214,53178633,NA,NA,101.42,4.77
47.7068638,-122.3447227,53178635,NA,NA,101.56,4.77
47.7123277,-122.3448149,53178638,NA,traffic_signals,111.68,4.77
47.721379399999996,-122.3449543,53178640,NA,NA,129.3,4.77
47.7222928,-122.3449578,53178642,NA,NA,132.08,4.77
47.7268704,-122.3450209,53178644,NA,traffic_signals,135.29,4.77
47.7304912,-122.3450423,53178647,NA,NA,145.69,4.77
47.7323098,-122.3450725,53178648,NA,NA,148.02,4.77
47.7337406,-122.3450181,53178649,NA,NA,147.81,4.77
47.6477575,-122.3576814,53178703,NA,NA,18.25,4.77
47.6474908,-122.3681192,53178707,NA,NA,66.38,4.77
47.503591,-122.3828566,53178772,NA,turning_circle,47.44,76.35
47.5038028,-122.3843084,53178775,NA,NA,35.96,76.35
47.5224695,-122.3881131,53178789,NA,NA,38.7,9.54
47.522815,-122.3890733,53178791,NA,NA,30.27,9.54
47.5218016,-122.3831785,53178796,NA,NA,78.81,4.77
47.5212295,-122.384178,53178799,NA,NA,66.61,4.77
47.6665243,-122.3792387,53179229,NA,NA,16.35,4.77
47.6660827,-122.3800715,53179231,NA,NA,12.78,4.77
47.7145512,-122.3659345,53179240,NA,turning_circle,87.22,9.54
47.7147942,-122.3663259,53179241,NA,NA,85.55,9.54
47.7178304,-122.3663742,53179242,NA,NA,95.49,9.54
47.7196492,-122.3663868,53179244,NA,stop,103.93,9.54
47.7232929,-122.3663456,53179245,NA,NA,114.04,9.54
47.7269634,-122.3663344,53179246,NA,NA,122.67,9.54
47.7287289,-122.366335,53179247,NA,NA,129.54,9.54
47.7110227,-122.3661105,53179248,NA,NA,55.85,4.77
47.6589618,-122.3661047,53179274,NA,NA,10.16,4.77
47.6592681,-122.3661796,53179275,NA,NA,10.52,4.77
47.6599901,-122.3662311,53179276,NA,NA,11.78,4.77
47.6606486,-122.3663763,53179278,NA,traffic_signals,11.75,4.77
47.6608021,-122.3662132,53179280,NA,NA,11.75,4.77
47.6629196,-122.3661883,53179282,NA,NA,12.51,4.77
47.6636514,-122.3662005,53179283,NA,NA,12.88,4.77
47.6650116,-122.3661864,53179285,NA,NA,13.77,4.77
47.6657127,-122.3661852,53179287,NA,NA,14.51,4.77
47.6664418,-122.3661848,53179288,NA,NA,16.17,4.77
47.6679037,-122.3661682,53179289,NA,NA,19.93,4.77
47.6686582,-122.3661709,53179290,NA,traffic_signals,21.75,4.77
47.6701626,-122.3661725,53179291,NA,NA,25.82,4.77
47.6716181,-122.3661718,53179292,NA,NA,30.56,4.77
47.6723541,-122.3661595,53179295,NA,NA,33.06,4.77
47.6730813,-122.3661412,53179296,NA,NA,36.07,4.77
47.6745343,-122.3660808,53179297,NA,NA,42.38,4.77
47.6752594,-122.3660513,53179298,NA,NA,45.71,4.77
47.6777728,-122.365989,53179299,NA,NA,56.23,4.77
47.6825246,-122.3659973,53179300,NA,NA,75,4.77
47.6832695,-122.3659974,53179301,NA,NA,77.08,4.77
47.6839998,-122.3659895,53179302,NA,NA,79,4.77
47.6854673,-122.3659935,53179305,NA,NA,82.87,4.77
47.686193,-122.3659856,53179306,NA,NA,84.21,4.77
47.6876454,-122.3659724,53179307,NA,NA,86.65,4.77
47.6883749,-122.3659723,53179309,NA,NA,87.68,4.77
47.6906359,-122.3660091,53179311,NA,traffic_signals,90.04,4.77
47.6913574,-122.3660134,53179312,NA,NA,90.51,4.77
47.6920731,-122.3660185,53179313,NA,NA,91.23,4.77
47.6942611,-122.3660336,53179315,NA,NA,92.95,4.77
47.7001327,-122.3660524,53179320,NA,NA,72.55,4.77
47.7015125,-122.3660758,53179323,NA,stop,73.3,4.77
47.7039242,-122.3660704,53179324,NA,NA,76.01,4.77
47.705596,-122.3661058,53179326,NA,NA,75.01,4.77
47.7063466,-122.3661262,53179327,NA,NA,75.1,4.77
47.6759368,-122.328175,53179367,NA,NA,69.34,4.77
47.6759101,-122.325723,53179368,NA,NA,62.33,4.77
47.6759071,-122.3254482,53179370,NA,NA,61.61,4.77
47.6758714,-122.3212956,53179373,NA,NA,53.5,4.77
47.6758381,-122.3187073,53179375,NA,NA,58.42,4.77
47.6758261,-122.3173829,53179376,NA,traffic_signals,63.17,4.77
47.6758242,-122.3156795,53179377,NA,traffic_signals,66.04,4.77
47.6757922,-122.3119432,53179379,NA,traffic_signals,72.42,4.77
47.675828,-122.307656,53179381,NA,NA,78.57,4.77
47.6757867,-122.3065278,53179382,NA,traffic_signals,72.07,4.77
47.6757759,-122.3054757,53179383,NA,NA,65.37,4.77
47.6757761,-122.305129,53179385,37390,NA,64.31,4.77
47.675777,-122.3038144,53179387,NA,traffic_signals,63.17,4.77
47.6757778,-122.3027618,53179389,NA,NA,63,4.77
47.6754568,-122.2738994,53179393,NA,NA,86.73,4.77
47.6757603,-122.2704727,53179394,NA,NA,56.38,4.77
47.6757592,-122.2702871,53179395,NA,NA,55.43,4.77
47.6757537,-122.2688853,53179397,NA,NA,49.09,4.77
47.6757499,-122.2670856,53179398,NA,NA,39.04,4.77
47.6757495,-122.2669017,53179399,NA,NA,37.6,4.77
47.6757825,-122.2996003,53179439,NA,NA,65.62,4.77
47.6757814,-122.2985454,53179441,NA,NA,70.78,4.77
47.6757791,-122.2964128,53179443,NA,NA,84.33,4.77
47.675778,-122.295357,53179444,NA,NA,91.03,4.77
47.6757777,-122.2951101,53179445,NA,NA,92.34,4.77
47.6757768,-122.2943303,53179446,NA,NA,97.25,4.77
47.6757765,-122.2940609,53179448,NA,NA,97.99,4.77
47.6757789,-122.292207,53179449,NA,NA,99.22,4.77
47.6757816,-122.2916321,53179450,NA,NA,96.72,4.77
47.6757838,-122.2911514,53179451,NA,NA,94.7,4.77
47.6757888,-122.2880368,53179454,NA,NA,76.7,4.77
47.675789,-122.2876505,53179455,NA,NA,73.81,4.77
47.6757893,-122.2869689,53179456,NA,NA,68.46,4.77
47.6757889,-122.2849277,53179459,NA,traffic_signals,67.19,4.77
47.675793,-122.2835606,53179460,NA,NA,71.59,4.77
47.6757931,-122.2822171,53179461,NA,NA,75.55,4.77
47.6757894,-122.2809047,53179464,NA,NA,78.45,4.77
47.6757855,-122.2795348,53179465,NA,NA,79.52,4.77
47.6757792,-122.277335,53179466,NA,NA,94.38,4.77
47.6757779,-122.2768786,53179468,37510,NA,97.69,4.77
47.6757761,-122.276235,53179469,37880,NA,102.93,4.77
47.6757751,-122.2758802,53179471,NA,NA,104.58,4.77
47.5646771,-122.3787684,53179501,NA,NA,76.44,9.54
47.5632483,-122.378772,53179503,NA,NA,72.8,9.54
47.5620361,-122.3787842,53179506,NA,NA,76.76,9.54
47.5610598,-122.378783,53179507,NA,NA,81.2,9.54
47.5592836,-122.3788243,53179508,NA,NA,108.21,9.54
47.5574501,-122.3789091,53179509,NA,NA,116.96,4.77
47.5520059,-122.3790051,53179512,NA,NA,105.76,4.77
47.5483751,-122.3790809,53179514,NA,NA,89.56,4.77
47.5465595,-122.3791216,53179515,NA,NA,99.05,4.77
47.5410779,-122.3792411,53179517,NA,NA,145.65,4.77
47.5396747,-122.3792723,53179518,NA,NA,151.3,4.77
47.5356394,-122.3793003,53179526,NA,NA,145.1,4.77
47.5349018,-122.3793038,53179527,NA,NA,142.85,4.77
47.5341881,-122.3793097,53179528,NA,NA,140.07,4.77
47.5334472,-122.3793293,53179529,NA,NA,135.66,4.77
47.5320147,-122.3793306,53179531,NA,NA,126.09,4.77
47.5312771,-122.3793378,53179532,NA,NA,123.18,4.77
47.529819,-122.3793388,53179533,NA,NA,124.27,4.77
47.5290848,-122.3793325,53179534,NA,NA,125.53,4.77
47.5276246,-122.3793585,53179535,NA,NA,127.09,4.77
47.5254284,-122.3793625,53179536,NA,NA,117.62,4.77
47.5246959,-122.3793687,53179538,NA,NA,115.48,4.77
47.5228882,-122.3794069,53179540,NA,NA,105.98,4.77
47.5810442,-122.3776512,53179549,NA,NA,100.26,76.35
47.581135,-122.378001,53179550,NA,NA,102.13,76.35
47.5802939,-122.3780799,53179552,NA,NA,105.13,76.35
47.5755718,-122.3781548,53179554,NA,NA,111.33,76.35
47.5013095,-122.3784193,53179562,NA,NA,71.27,76.35
47.4998168,-122.3761932,53179564,NA,NA,59,9.54
47.5119905,-122.3783973,53179576,NA,NA,119.79,4.77
47.5192913,-122.3794984,53179584,NA,NA,86.6,4.77
47.5175049,-122.3795501,53179585,NA,NA,109.95,4.77
47.5156206,-122.3793369,53179586,NA,NA,120.03,4.77
47.5146721,-122.379225,53179587,NA,NA,121.87,4.77
47.5119958,-122.378911,53179588,NA,NA,119.09,4.77
47.5046378,-122.3788458,53179589,NA,NA,90.44,76.35
47.5038524,-122.3789107,53179591,NA,NA,85,76.35
47.6963043,-122.401103,53179594,NA,NA,68.14,76.35
47.697008,-122.3994698,53179595,NA,NA,54.36,76.35
47.5503832,-122.2639543,53179597,NA,turning_circle,41.45,9.54
47.5499922,-122.2624815,53179598,NA,NA,32.51,9.54
47.6645199,-122.4035861,53179626,NA,NA,33.64,9.54
47.7001506,-122.3674007,53179627,NA,NA,77.78,4.77
47.7015221,-122.3674068,53179628,NA,NA,76.49,4.77
47.6832658,-122.36727,53179633,NA,NA,82.62,4.77
47.6906333,-122.3672412,53179634,NA,NA,94.54,4.77
47.6978566,-122.3673937,53179637,NA,NA,79.93,4.77
47.5675144,-122.4084635,53179751,NA,NA,7.17,9.54
47.5667328,-122.4079036,53179753,NA,NA,7.89,9.54
47.566399,-122.4074724,53179754,NA,NA,8.44,9.54
47.4979278,-122.2670015,53180015,NA,turning_circle,99.82,4.77
47.4973865,-122.264318,53180017,NA,NA,107.75,4.77
47.4974056,-122.2621009,53180018,NA,NA,109.63,4.77
47.4974329,-122.2610468,53180023,NA,NA,105.84,4.77
47.4974157,-122.2602388,53180024,NA,NA,105.39,4.77
47.4972181,-122.2689606,53180027,NA,NA,61.33,4.77
47.5129441,-122.2694993,53180032,NA,NA,56.42,4.77
47.6412871,-122.28524350000001,53180110,NA,NA,11.19,76.35
47.6407346,-122.2820264,53180112,NA,NA,9.08,76.35
47.6407253,-122.2807894,53180114,NA,NA,8.88,76.35
47.6407163,-122.2795911,53180116,NA,NA,9.73,76.35
47.6407075,-122.2784219,53180117,NA,NA,11.39,76.35
47.6377333,-122.3968738,53180176,NA,NA,46.62,4.77
47.6377201,-122.3979306,53180178,NA,NA,41.49,4.77
47.6374146,-122.3930368,53180180,NA,NA,80.79,4.77
47.6374033,-122.3954116,53180182,NA,NA,61.55,4.77
47.6377636,-122.363626,53180187,NA,NA,113.35,4.77
47.6377638,-122.3649861,53180188,NA,NA,113.18,4.77
47.6377639,-122.3662956,53180190,NA,NA,115.28,4.77
47.6377641,-122.3676432,53180191,NA,NA,105.65,4.77
47.6377126,-122.3862106,53180196,NA,NA,27.7,4.77
47.637715,-122.3883558,53180197,NA,NA,48.65,4.77
47.6376948,-122.3903822,53180199,NA,NA,68.24,4.77
47.6376931,-122.3930328,53180202,NA,NA,81.65,4.77
47.637172,-122.356931,53180207,NA,NA,117.74,4.77
47.6371706,-122.3582753,53180209,NA,NA,115.68,4.77
47.6377311,-122.3995724,53180212,NA,NA,43.4,4.77
47.6377188,-122.4003293,53180213,NA,NA,49.34,4.77
47.534567,-122.3581911,53180221,NA,NA,99.38,4.77
47.5348058,-122.3766138,53180224,NA,NA,150.35,4.77
47.535036,-122.3829653,53180226,NA,NA,121.15,4.77
47.5350792,-122.3846455,53180228,NA,NA,118.18,4.77
47.5349852,-122.3926487,53180237,NA,NA,47.12,9.54
47.5348219,-122.3492653,53180243,NA,NA,109.63,4.77
47.6422073,-122.4107354,53180252,NA,NA,87.85,76.35
47.641941,-122.4112377,53180253,NA,NA,82.21,76.35
47.6416752,-122.4117392,53180255,NA,NA,75.89,76.35
47.6414009,-122.4122565,53180256,NA,NA,68.85,76.35
47.6411193,-122.4127878,53180258,NA,NA,62.92,76.35
47.539416,-122.3275673,53180682,NA,turning_circle,4.46,4.77
47.5393969,-122.3251525,53180684,NA,NA,4.83,4.77
47.5394,-122.3226042,53180686,NA,NA,5.42,4.77
47.5394411,-122.3219224,53180690,NA,NA,5.79,4.77
47.5389053,-122.2717678,53180703,NA,NA,31.13,4.77
47.5388987,-122.270716,53180705,NA,NA,25.73,4.77
47.538888,-122.267251,53180708,NA,NA,41.17,4.77
47.5388944,-122.2657039,53180711,NA,NA,34.36,76.35
47.5388905,-122.2646143,53180713,NA,NA,29.62,76.35
47.5388896,-122.2794048,53180720,NA,NA,34.94,4.77
47.5388918,-122.2780795,53180721,NA,NA,36.89,4.77
47.538894,-122.2767198,53180723,NA,NA,37.16,4.77
47.5392142,-122.2996016,53180732,NA,NA,63.81,4.77
47.5389542,-122.2960662,53180738,NA,NA,69.56,4.77
47.5198408,-122.2687235,53180862,NA,NA,14.85,4.77
47.5168484,-122.2674357,53180863,NA,NA,27.27,4.77
47.6635752,-122.3554308,53181100,NA,NA,95.57,4.77
47.6635903,-122.3500129,53181111,NA,NA,97.94,4.77
47.6635898,-122.3485799,53181115,NA,NA,96.64,4.77
47.6635639,-122.3445682,53181120,NA,NA,73.9,4.77
47.6635737,-122.3437464,53181121,NA,NA,71.97,4.77
47.6635729,-122.3411772,53181128,NA,NA,65.21,4.77
47.6635727,-122.3406376,53181131,NA,NA,65.47,4.77
47.6635563,-122.3391589,53181133,NA,NA,68.59,4.77
47.6635564,-122.3376691,53181135,NA,NA,73.94,4.77
47.6635566,-122.3364056,53181139,NA,NA,76.34,4.77
47.6635567,-122.3351508,53181142,NA,NA,81.77,4.77
47.6635566,-122.3337164,53181144,NA,NA,86.43,4.77
47.60689,-122.3027933,53181202,NA,NA,83.85,4.77
47.6068131,-122.2915618,53181216,NA,NA,94.56,4.77
47.6068039,-122.290513,53181221,NA,NA,102.47,4.77
47.6067851,-122.2883613,53181227,NA,NA,98.71,76.35
47.6071716,-122.3063366,53181232,NA,NA,91.93,4.77
47.6071713,-122.3050356,53181234,NA,NA,89.61,4.77
47.5228291,-122.3492788,53181290,NA,NA,125.2,4.77
47.5228448,-122.3528385,53181296,NA,NA,124.72,4.77
47.5228621,-122.3539715,53181300,NA,NA,119.94,4.77
47.522873,-122.3578033,53181309,NA,NA,116.74,4.77
47.5228595,-122.3605126,53181313,NA,NA,109.45,4.77
47.5234914,-122.3880934,53181319,NA,NA,40.15,9.54
47.5235026,-122.3890711,53181322,NA,NA,33.71,9.54
47.5228634,-122.3699533,53181333,NA,NA,93.61,4.77
47.522861,-122.3726713,53181339,NA,NA,97.56,4.77
47.5228625,-122.3753623,53181344,NA,NA,103.42,4.77
47.5228667,-122.3766785,53181347,NA,traffic_signals,104.89,4.77
47.5228771,-122.378066,53181350,NA,NA,107.79,4.77
47.5227461,-122.3831881,53181355,NA,NA,85.85,4.77
47.5215791,-122.3848947,53181359,NA,NA,61.38,4.77
47.5228681,-122.3632168,53181366,NA,NA,91.65,4.77
47.5228825,-122.3645456,53181368,NA,NA,83.12,4.77
47.7030296,-122.3069947,53181411,NA,NA,70.24,4.77
47.7039478,-122.3070126,53181412,NA,NA,77.44,4.77
47.7048413,-122.3070301,53181413,NA,NA,82.81,4.77
47.6630749,-122.3065308,53181414,NA,NA,64.86,4.77
47.6680081,-122.3065012,53181415,NA,NA,57.24,4.77
47.668524,-122.3064996,53181416,NA,NA,55.31,4.77
47.6726475,-122.3065,53181417,NA,NA,62.29,4.77
47.6776375,-122.3066178,53181421,NA,NA,77.04,4.77
47.6794409,-122.306667,53181422,NA,NA,81.91,4.77
47.6812671,-122.3067036,53181423,NA,NA,84.16,4.77
47.6830537,-122.3067256,53181424,NA,traffic_signals,86.41,4.77
47.6848609,-122.3067433,53181425,NA,NA,88.57,4.77
47.6885014,-122.3068252,53181426,NA,NA,91.75,4.77
47.6903017,-122.3068674,53181427,NA,NA,96.24,4.77
47.6912231,-122.3068862,53181428,NA,traffic_signals,93.57,4.77
47.6930256,-122.3068626,53181430,NA,NA,94.91,4.77
47.6939357,-122.3068335,53181431,NA,NA,87.8,4.77
47.6948576,-122.3068404,53181432,NA,NA,80.4,4.77
47.6966656,-122.3068388,53181433,NA,NA,87.38,4.77
47.6984891,-122.3068654,53181435,NA,NA,77.26,4.77
47.6989066,-122.3068879,53181437,NA,NA,72.12,4.77
47.722313,-122.3073293,53181448,NA,NA,66.89,4.77
47.7229727,-122.3073023,53181449,NA,NA,68.36,4.77
47.7269298,-122.3072607,53181451,NA,NA,75.1,4.77
47.7275137,-122.3072698,53181452,NA,NA,76.57,4.77
47.7302584,-122.3072861,53181453,NA,NA,86.39,4.77
47.732052,-122.3073177,53181454,NA,NA,91.44,4.77
47.7175524,-122.3072016,53181464,NA,NA,97.1,4.77
47.7179667,-122.3072035,53181465,NA,NA,93.57,4.77
47.72122,-122.307338,53181466,NA,NA,78.26,4.77
47.7218329,-122.3073092,53181468,NA,NA,74.71,4.77
